,cdf,batch_num_tokens
0,0.0,76.02034057843467
1,0.01,76.02034057843467
2,0.02,76.02034057843467
3,0.03,87.97045261291906
4,0.04,133.08674455668097
5,0.05,133.08674455668097
6,0.06,133.08674455668097
7,0.07,133.08674455668097
8,0.08,133.08674455668097
9,0.09,133.08674455668097
10,0.1,133.08674455668097
11,0.11,133.08674455668097
12,0.12,133.08674455668097
13,0.13,133.08674455668097
14,0.14,133.08674455668097
15,0.15,133.08674455668097
16,0.16,133.08674455668097
17,0.17,133.08674455668097
18,0.18,133.08674455668097
19,0.19,133.08674455668097
20,0.2,133.08674455668097
21,0.21,133.08674455668097
22,0.22,133.08674455668097
23,0.23,133.08674455668097
24,0.24,133.08674455668097
25,0.25,133.08674455668097
26,0.26,133.08674455668097
27,0.27,133.08674455668097
28,0.28,133.08674455668097
29,0.29,133.08674455668097
30,0.3,133.08674455668097
31,0.31,133.08674455668097
32,0.32,133.08674455668097
33,0.33,133.08674455668097
34,0.34,133.08674455668097
35,0.35000000000000003,133.08674455668097
36,0.36,133.08674455668097
37,0.37,133.08674455668097
38,0.38,133.08674455668097
39,0.39,133.08674455668097
40,0.4,133.08674455668097
41,0.41000000000000003,133.08674455668097
42,0.42,133.08674455668097
43,0.43,133.08674455668097
44,0.44,133.08674455668097
45,0.45,133.08674455668097
46,0.46,133.08674455668097
47,0.47000000000000003,133.08674455668097
48,0.48,133.08674455668097
49,0.49,133.08674455668097
50,0.5,133.08674455668097
51,0.51,133.08674455668097
52,0.52,133.08674455668097
53,0.53,133.08674455668097
54,0.54,133.08674455668097
55,0.55,133.08674455668097
56,0.56,133.08674455668097
57,0.5700000000000001,133.08674455668097
58,0.58,133.08674455668097
59,0.59,133.08674455668097
60,0.6,133.08674455668097
61,0.61,133.08674455668097
62,0.62,133.08674455668097
63,0.63,133.08674455668097
64,0.64,133.08674455668097
65,0.65,133.08674455668097
66,0.66,133.08674455668097
67,0.67,133.08674455668097
68,0.68,133.08674455668097
69,0.6900000000000001,151.86639807994746
70,0.7000000000000001,151.86639807994746
71,0.71,170.88677687557998
72,0.72,189.99566364914423
73,0.73,189.99566364914423
74,0.74,189.99566364914423
75,0.75,189.99566364914423
76,0.76,189.99566364914423
77,0.77,227.92150871638486
78,0.78,227.92150871638486
79,0.79,227.92150871638486
80,0.8,227.92150871638486
81,0.81,227.92150871638486
82,0.8200000000000001,248.88758757374526
83,0.8300000000000001,285.1460155503723
84,0.84,285.1460155503723
85,0.85,285.1460155503723
86,0.86,285.1460155503723
87,0.87,285.1460155503723
88,0.88,344.8127264160081
89,0.89,417.7994412117407
90,0.9,451.69245441772284
91,0.91,451.69245441772284
92,0.92,451.69245441772284
93,0.93,451.69245441772284
94,0.9400000000000001,451.69245441772284
95,0.9500000000000001,451.69245441772284
96,0.96,451.69245441772284
97,0.97,451.69245441772284
98,0.98,490.2922123052143
99,0.99,547.3024647808446
100,1.0,603.6542705708152
