,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,76.02034057843467
2,0.02,76.02034057843467
3,0.03,76.02034057843467
4,0.04,125.08595108245035
5,0.05,125.08595108245035
6,0.06,125.08595108245035
7,0.07,125.08595108245035
8,0.08,126.09065247316987
9,0.09,128.12432962288904
10,0.1,128.12432962288904
11,0.11,128.12432962288904
12,0.12,128.12432962288904
13,0.13,128.12432962288904
14,0.14,129.93068582944278
15,0.15,129.93068582944278
16,0.16,129.93068582944278
17,0.17,129.93068582944278
18,0.18,129.93068582944278
19,0.19,132.0262976899247
20,0.2,132.0262976899247
21,0.21,133.08674455668097
22,0.22,133.08674455668097
23,0.23,133.08674455668097
24,0.24,133.08674455668097
25,0.25,133.08674455668097
26,0.26,133.08674455668097
27,0.27,133.08674455668097
28,0.28,133.08674455668097
29,0.29,133.08674455668097
30,0.3,133.08674455668097
31,0.31,133.08674455668097
32,0.32,133.08674455668097
33,0.33,133.08674455668097
34,0.34,133.08674455668097
35,0.35000000000000003,133.08674455668097
36,0.36,133.08674455668097
37,0.37,133.08674455668097
38,0.38,133.08674455668097
39,0.39,133.08674455668097
40,0.4,133.08674455668097
41,0.41000000000000003,133.08674455668097
42,0.42,133.08674455668097
43,0.43,133.08674455668097
44,0.44,133.08674455668097
45,0.45,133.08674455668097
46,0.46,133.08674455668097
47,0.47000000000000003,133.08674455668097
48,0.48,133.08674455668097
49,0.49,133.08674455668097
50,0.5,133.08674455668097
51,0.51,133.08674455668097
52,0.52,133.08674455668097
53,0.53,133.08674455668097
54,0.54,133.08674455668097
55,0.55,133.08674455668097
56,0.56,133.08674455668097
57,0.5700000000000001,133.08674455668097
58,0.58,133.08674455668097
59,0.59,133.08674455668097
60,0.6,133.08674455668097
61,0.61,133.08674455668097
62,0.62,133.08674455668097
63,0.63,133.08674455668097
64,0.64,133.08674455668097
65,0.65,133.08674455668097
66,0.66,133.08674455668097
67,0.67,133.08674455668097
68,0.68,133.08674455668097
69,0.6900000000000001,133.08674455668097
70,0.7000000000000001,133.08674455668097
71,0.71,133.08674455668097
72,0.72,133.08674455668097
73,0.73,133.08674455668097
74,0.74,133.08674455668097
75,0.75,133.08674455668097
76,0.76,133.08674455668097
77,0.77,133.08674455668097
78,0.78,133.08674455668097
79,0.79,133.08674455668097
80,0.8,133.08674455668097
81,0.81,133.08674455668097
82,0.8200000000000001,133.08674455668097
83,0.8300000000000001,133.08674455668097
84,0.84,133.08674455668097
85,0.85,133.08674455668097
86,0.86,198.1454313803173
87,0.87,258.010775873476
88,0.88,324.08357400845233
89,0.89,384.9068990265854
90,0.9,423.6897714554094
91,0.91,428.8046784812415
92,0.92,432.24887547609933
93,0.93,432.24887547609933
94,0.9400000000000001,432.24887547609933
95,0.9500000000000001,432.24887547609933
96,0.96,432.24887547609933
97,0.97,432.24887547609933
98,0.98,432.24887547609933
99,0.99,432.24887547609933
100,1.0,432.24887547609933
