,cdf,batch_num_tokens
0,0.0,0.9989999999999999
1,0.01,10.004152608697645
2,0.02,10.004152608697645
3,0.03,10.004152608697645
4,0.04,10.004152608697645
5,0.05,10.004152608697645
6,0.06,10.004152608697645
7,0.07,10.004152608697645
8,0.08,10.004152608697645
9,0.09,10.004152608697645
10,0.1,10.004152608697645
11,0.11,10.004152608697645
12,0.12,19.985369849237582
13,0.13,19.985369849237582
14,0.14,19.985369849237582
15,0.15,19.985369849237582
16,0.16,19.985369849237582
17,0.17,19.985369849237582
18,0.18,19.985369849237582
19,0.19,19.985369849237582
20,0.2,19.985369849237582
21,0.21,19.985369849237582
22,0.22,29.99409814075676
23,0.23,29.99409814075676
24,0.24,29.99409814075676
25,0.25,29.99409814075676
26,0.26,29.99409814075676
27,0.27,29.99409814075676
28,0.28,29.99409814075676
29,0.29,40.004851316295785
30,0.3,40.004851316295785
31,0.31,40.004851316295785
32,0.32,40.004851316295785
33,0.33,40.004851316295785
34,0.34,40.004851316295785
35,0.35000000000000003,50.0489138553459
36,0.36,50.0489138553459
37,0.37,50.0489138553459
38,0.38,50.0489138553459
39,0.39,60.03939109153555
40,0.4,60.03939109153555
41,0.41000000000000003,70.03540615115575
42,0.42,80.07798409094674
43,0.43,89.92724906007459
44,0.44,130.9743005569187
45,0.45,212.08800059038398
46,0.46,255.95492335581315
47,0.47000000000000003,255.95492335581315
48,0.48,255.95492335581315
49,0.49,255.95492335581315
50,0.5,255.95492335581315
51,0.51,255.95492335581315
52,0.52,255.95492335581315
53,0.53,255.95492335581315
54,0.54,255.95492335581315
55,0.55,255.95492335581315
56,0.56,255.95492335581315
57,0.5700000000000001,255.95492335581315
58,0.58,255.95492335581315
59,0.59,255.95492335581315
60,0.6,255.95492335581315
61,0.61,255.95492335581315
62,0.62,255.95492335581315
63,0.63,255.95492335581315
64,0.64,255.95492335581315
65,0.65,255.95492335581315
66,0.66,255.95492335581315
67,0.67,255.95492335581315
68,0.68,255.95492335581315
69,0.6900000000000001,255.95492335581315
70,0.7000000000000001,255.95492335581315
71,0.71,255.95492335581315
72,0.72,255.95492335581315
73,0.73,255.95492335581315
74,0.74,255.95492335581315
75,0.75,255.95492335581315
76,0.76,255.95492335581315
77,0.77,255.95492335581315
78,0.78,255.95492335581315
79,0.79,255.95492335581315
80,0.8,255.95492335581315
81,0.81,255.95492335581315
82,0.8200000000000001,255.95492335581315
83,0.8300000000000001,255.95492335581315
84,0.84,255.95492335581315
85,0.85,255.95492335581315
86,0.86,255.95492335581315
87,0.87,255.95492335581315
88,0.88,255.95492335581315
89,0.89,255.95492335581315
90,0.9,255.95492335581315
91,0.91,255.95492335581315
92,0.92,255.95492335581315
93,0.93,255.95492335581315
94,0.9400000000000001,255.95492335581315
95,0.9500000000000001,255.95492335581315
96,0.96,255.95492335581315
97,0.97,255.95492335581315
98,0.98,255.95492335581315
99,0.99,255.95492335581315
100,1.0,255.95492335581315
